,Type,Studio,Tags,Rating,Release_year
839,Movie,TMS Entertainment,"Action, Mystery, Shounen, Age Transformation, Detectives, Thriller, Based on a Manga",4.01,2013.0
840,TV   ,A-1 Pictures,"Action, Fantasy, Sci Fi, Medieval, Overpowered Main Characters, Person in a Strange World, RPG, Virtual Reality, Based on a Light Novel, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse",4.01,2018.0
842,TV   ,TRIGGER,"Action, Comedy, Ecchi, Sci Fi, Aliens, Animeism, Conspiracy, Rebellions, School Life, Superpowers, Swordplay, Original Work, Mature Themes,, Physical Abuse,, Sexual Abuse,, Violence,, Domestic Abuse",4.01,2013.0
843,Movie,Actas,"Action, Military, Military School, School Club, School Life, Tournaments, Original Work",4.01,2017.0
844,TV   ,WHITE FOX,"Action, Fantasy, Shounen, Assassins, Dark Fantasy, Lifestyle Change, Rebellions, Urban Fantasy, Vigilantes, Based on a Manga, Explicit Violence",4.01,2014.0
845,TV   ,TYO Animations,"Comedy, GL, Seinen, Shoujo-ai, Slice of Life, School Club, School Life, Based on a Manga",4.01,2015.0
846,TV   ,MADHOUSE,"Action, Fantasy, Seinen, Guns, Military, War, Based on a Light Novel",4.01,2016.0
847,TV   ,Hal Film Maker,"Sci Fi, Shounen, Slice of Life, Apprenticeship, Iyashikei, Ocean, Work Life, Based on a Manga",4.01,2006.0
848,Movie,TMS Entertainment,"Mystery, Shounen, Age Transformation, Detectives, Thieves, Based on a Manga",4.01,2003.0
849,TV   ,J.C.Staff,"Horror, Shoujo, Curse, Detectives, Ghost Hunters, Supernatural, Based on a Light Novel",4.01,2006.0
851,TV   ,J.C.Staff,"Comedy, Ecchi, Shounen, Cooking, Culinary School, Food and Beverage, Based on a Manga",4.01,2020.0
852,Movie,Sunrise,"Idols, Music",4.01,2015.0
853,TV   ,J.C.Staff,"Comedy, Seinen, Historical, Video Game Industry, Based on a Manga, CG Animation",4.01,2019.0
855,TV   ,SILVER LINK.,"Comedy, Chibi, Magic, Magic School, School Life, Based on a Light Novel",4.01,2011.0
856,TV   ,Ajia-do,"Comedy, Drama, Shounen, Slice of Life, Childcare, Manga Industry, Single Parent, Based on a Manga",4.01,2020.0
857,TV   ,Studio Palette,"Action, Fantasy, Assassins, Cheats, Dark Fantasy, Isekai, Magic, Modern Knowledge, Nobility, Person in a Strange World, Reincarnation, Based on a Light Novel, Explicit Violence",4.01,2021.0
858,Movie,TMS Entertainment,"Action, Seinen, Criminals, Thieves, Based on a Manga",4.01,1979.0
860,TV   ,SATELIGHT,"Action, Mecha, Romance, Sci Fi, Aliens, Idols, Love Triangle, Military, Music, Outer Space, Real Robot, Space Opera, Transforming Mecha, Original Work",4.01,2007.0
862,TV   ,MADHOUSE,"Drama, Fantasy, Reverse Harem, Romance, Shoujo, Political, Royalty, Social Gap, Based on a Light Novel",4.01,2006.0
863,TV   ,Millepensee,"Action, Adventure, Fantasy, Dungeon, Isekai, Monsters, Non-Human Protagonists, Reincarnation, RPG, Weak to Strong, Based on a Light Novel, Violence",4.01,2021.0
866,TV   ,Geno Studio,"Adventure, Drama, Historical, Military, Treasure Hunters, Based on a Manga, Violence",4.01,2018.0
867,TV   ,OLM,"Sports, Baseball, Based on a Manga",4.01,2020.0
868,TV   ,A-1 Pictures,"Action, Adventure, Fantasy, Sci Fi, Dungeon, High Stakes Games, MMORPG, Overpowered Main Characters, PVE, PVP, RPG, Trapped in a Video Game, Virtual Reality, Based on a Light Novel, Mature Themes,, Physical Abuse,, Sexual Abuse,, Suicide",4.0,2012.0
871,TV   ,V1 Studio,"Drama, Mystery, Shounen, Age Transformation, Crime, Detectives, Episodic, Police, Secret Identity, Based on a Manga, Violence",4.0,1996.0
875,TV   ,feel.,"Romance, Coming of Age, Iyashikei, Love Triangle, School Life, Original Work",4.0,2017.0
876,TV   ,Lerche,"Action, Adventure, Fantasy, Based on a Manga",4.0,2019.0
877,TV   ,Doga Kobo,"Comedy, Romance, Seinen, Adult Couples, Coworkers, Iyashikei, Mature Romance, Romantic Comedy, Salaryman, Work Life, Based on a Manga",4.0,2021.0
878,TV   ,Toei Animation,"Action, Adventure, Comedy, Shounen, Journey to the West, Martial Arts, Overpowered Main Characters, Based on a Manga, Nudity",4.0,1986.0
880,TV   ,E&G Films,"Action, Adventure, Fantasy, Medieval, Based on a Light Novel",4.0,1997.0
882,Movie,Sunrise,"Mecha, Sci Fi, Real Robot, Secret Identity, Terrorism, Original Work, Violence",4.0,2018.0
883,TV   ,Encourage Films,"BL, Comedy, Drama, Romance, Shounen-ai, LGBT Themes, School Life, Student-Teacher Relationship, Based on a Manga",4.0,2017.0
884,TV   ,Pierrot,"Action, Shounen, Afterlife, Shinigami, Supernatural, Superpowers, Swordplay, Based on a Manga, Violence",4.0,2004.0
889,Movie,TMS Entertainment,"Drama, Mystery, Shounen, Age Transformation, Detectives, Ocean, Based on a Manga",4.0,2005.0
890,TV   ,AIC ASTA,"Comedy, Seinen, Gag, Monsters, Parody, Superheroes, Based on a Manga",4.0,2009.0
891,TV   ,Sunrise,"Action, Comedy, Drama, Shounen, Episodic, Guns, Based on a Manga",4.0,1988.0
893,Movie,Production I.G,"Action, Fantasy, Mecha, Magic, Military, War",4.0,2010.0
894,TV   ,Ajia-do,"Drama, Romance, Seinen, 19th Century, Adult Couples, England, Europe, Historical, Maids, Mature Romance, Social Gap, Work Life, Based on a Manga",4.0,2007.0
896,Movie,David Production,"Sci Fi, Androids, Astronomy, Dystopia, Non-Human Protagonists, Post-apocalyptic, Robots, Based on a Visual Novel",4.0,2016.0
897,TV   ,CloverWorks,"Drama, Horror, Seinen, Mansion, Supernatural, Based on a Manga",4.0,2021.0
898,Movie,MADHOUSE,"Drama, Countryside, Dogs, Family Friendly, Pets, Original Work",4.0,2011.0
899,Movie,DLE,"Countryside, Hotels and Inns, Lifestyle Change, Orphans, Supernatural, Based on a Light Novel",4.0,2018.0
905,TV   ,Zexcs,"Sports, Boarding House, Gymnastics, noitaminA, School Club, School Life, Original Work",3.99,2021.0
909,Movie,SILVER LINK.,"Action, Fantasy, Shounen, Contemporary Fantasy, Magic, Superpowers, Urban Fantasy, Based on a Manga, Violence",3.99,2017.0
910,TV   ,Studio DEEN,"Comedy, Drama, Fantasy, Romance, Shoujo, Animal Transformation, Contemporary Fantasy, Curse, Death of a Loved One, Dysfunctional Families, Love Triangle, Orphans, Roommates, Based on a Manga",3.99,2001.0
911,TV   ,Foch,"Action, Fantasy, Chinese Animation, Xianxia, Based on a Web Novel, CG Animation",3.99,2017.0
912,Movie,MADHOUSE,"Action, Adventure, Mercenaries, Non-Human Protagonists, Post-apocalyptic, Star-Crossed Lovers, Vampires, Based on a Novel, Explicit Violence,, Nudity",3.99,2000.0
913,TV   ,Toei Animation,"Action, Fantasy, Magical Girl, Romance, Shoujo, Contemporary Fantasy, Elemental Powers, Henshin Heroes, Magic, Reincarnation, Sentai, Tokusatsu, Urban Fantasy, Based on a Manga",3.99,2016.0
915,TV   ,TROYCA,"Drama, GL, Romance, Shoujo-ai, Shounen, LGBT Themes, Love Triangle, School Life, Senpai-Kouhai Relationship, Student Council, Based on a Manga",3.99,2018.0
917,TV   ,Shuka,"Drama, America, Animeism, Crime, Criminals, Death of a Loved One, Gangs, Guns, Historical, Mafia, Revenge, Thriller, Original Work, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Content",3.99,2016.0
920,Movie,V1 Studio,"Mystery, Shounen, Detectives, Based on a Manga",3.99,2021.0
922,Movie,WIT Studio,"Action, Fantasy, Horror, Shounen, Dark Fantasy, Isolated Society, Military, Outside World, Overpowered Main Characters, Post-apocalyptic, Recap, Based on a Manga, Cannibalism,, Violence",3.99,2015.0
923,TV   ,Sunrise,"Action, Comedy, Drama, Shounen, Episodic, Guns, Based on a Manga",3.99,1989.0
924,TV   ,Bones,"Adventure, Drama, Mystery, Romance, Shounen, Animeism, Conspiracy, Island, Magic, Revenge, Based on a Manga",3.99,2012.0
925,Movie,A-1 Pictures,"Action, Fantasy, Shounen, Contemporary Fantasy, Demons, Exorcists, Supernatural, Urban Fantasy, Based on a Manga",3.99,2012.0
926,Movie,Toei Animation,"Action, Drama, Sci Fi, Monsters",3.99,2016.0
927,TV   ,WIT Studio,"Action, Drama, Horror, Shounen, Demons, Pandemic, Post-apocalyptic, Supernatural, Vampires, Based on a Manga, Violence",3.99,2015.0
930,TV   ,Studio DEEN,"Comedy, Anthropomorphic, Chibi, Gag, Historical, Parody, Political, Satire, Short Episodes, Based on a Manga",3.99,2013.0
931,TV   ,Bridge,"Comedy, Shounen, Chibi, Historical, Royalty, Siblings, Teaching, Tutors, Based on a Manga, Mature Themes,, Physical Abuse",3.99,2017.0
933,TV   ,J.C.Staff,"Comedy, Shounen, Slice of Life, Childhood Friends, Iyashikei, School Life, Based on a Manga",3.99,2012.0
935,Movie,A-1 Pictures,"Action, Fantasy, Supernatural, Based on a Video Game",3.99,2016.0
936,TV   ,Sunrise,"All-Girls School, Idols, Music, School Club, School Life",3.99,2014.0
937,TV   ,Studio Hibari,"Fantasy, Shoujo, Baking, Culinary School, Family Friendly, Food and Beverage, School Life, Based on a Manga",3.99,2010.0
940,TV   ,A-1 Pictures,"Comedy, Drama, Seinen, Sports, Baseball, Codependency, Mental Illness, School Club, School Life, Tournaments, Based on a Manga, Bullying,, Emotional Abuse",3.98,2007.0
943,TV   ,Kyoto Animation,"Comedy, Drama, Romance, School Life, Based on a Light Novel",3.98,2012.0
944,TV   ,A-1 Pictures,"Comedy, Seinen, Monster Girls, Monsters, Monster School, School Life, Supernatural, Vampires, Based on a Manga",3.98,2017.0
945,Movie,Pili International Multimedia,"Action, Fantasy, Ancient China, Swordplay, Wuxia, Original Work, Violence",3.98,2019.0
946,TV   ,ARMS,"Seinen, Human Experimentation, Overpowered Main Characters, Psychological, Split Personality, Supernatural, Superpowers, Based on a Manga, Animal Abuse,, Emotional Abuse,, Explicit Violence,, Mature Themes,, Nudity,, Physical Abuse,, Sexual Abuse",3.98,2004.0
947,TV   ,Kyoto Animation,"Comedy, Seinen, Slice of Life, All-Girls School, Iyashikei, Music, School Club, School Life, Based on a 4-Koma Manga, Based on a Manga",3.98,2009.0
948,TV   ,Bones,"Action, Adventure, Mecha, Romance, Sci Fi, Coming of Age, Military, Original Work, Violence",3.98,2005.0
950,TV   ,POLYGON PICTURES,"Action, Adventure, Horror, Mecha, Sci Fi, Seinen, Aliens, Animeism, Outer Space, Post-apocalyptic, Real Robot, Based on a Manga, CG Animation, Violence",3.98,2015.0
953,TV   ,Doga Kobo,"Drama, Romance, Sci Fi, Androids, Non-Human Protagonists, Robots, Original Work",3.98,2015.0
954,TV   ,SHAFT,"Drama, Romance, Neighbors, Based on an Eroge, Based on a Visual Novel",3.98,2008.0
955,TV   ,Studio Blanc.,"Comedy, Josei, Coworkers, Dark Comedy, Showbiz, Work Life, Based on a Manga",3.98,2021.0
956,Movie,Telecom Animation Film,"Action, Comedy, Seinen, Assassins, Criminals, Noir, Thieves, Based on a Manga, Explicit Violence",3.98,2017.0
958,TV   ,J.C.Staff,"Action, Fantasy, Contemporary Fantasy, Magic, Supernatural, Tsundere, Urban Fantasy, Based on a Light Novel",3.98,2007.0
959,Movie,GoHands,"Action, Gangs, Supernatural, Superpowers, Original Work",3.98,2014.0
961,Movie,GoHands,"Drama, Gangs, Supernatural, Superpowers, Original Work",3.98,2018.0
962,Movie,SANZIGEN,"Idols, Music",3.98,2021.0
963,TV   ,GONZO,"Action, Comedy, Mecha, Sci Fi, Shounen, Military, Tsundere, Based on a Light Novel, Violence",3.98,2002.0
964,Movie,Pierrot,"Action, Shounen, Shinigami, Supernatural, Swordplay, Based on a Manga",3.98,2010.0
965,TV   ,David Production,"Action, Comedy, Shounen, Anthropomorphic, Educational, Episodic, Medical, Non-Human Protagonists, Based on a Manga, Violence",3.98,2018.0
968,TV   ,SHAFT,"Drama, Romance, Amnesia, Illness, Love Triangle, Based on an Eroge, Based on a Visual Novel, Sexual Content",3.98,2007.0
969,Movie,Artland,"Drama, Sci Fi, Military, Outer Space, Political, Space Opera, War, Based on a Novel",3.98,1988.0
971,TV   ,St. Signpost,"Action, Comedy, Shounen, Childcare, Delinquents, Demons, Master-Servant Relationship, Overpowered Main Characters, Single Parent, Superpowers, Based on a Manga",3.98,2011.0
972,TV   ,Studio DEEN,"Comedy, Fantasy, Harem, Contemporary Fantasy, Demon King, Isekai, Medieval, Non-Human Protagonists, Person in a Strange World, Royalty, Based on a Light Novel",3.98,2008.0
974,TV   ,POLYGON PICTURES,"Horror, Seinen, Animeism, Human Experimentation, Supernatural, Terrorism, Based on a Manga, CG Animation, Explicit Violence,, Mature Themes,, Physical Abuse,, Suicide",3.98,2016.0
976,TV   ,A-1 Pictures,"Action, Comedy, Drama, Mystery, Shounen, Secret Identity, Thieves, Based on a Manga",3.98,2014.0
977,TV   ,TROYCA,"Drama, Idols, Music, Showbiz, Based on a Mobile Game",3.98,2021.0
980,Movie,A-1 Pictures,"Comedy, Fantasy, Seinen, Slice of Life, Buddhism, Christianity, Contemporary Fantasy, Gag, Non-Human Protagonists, Parody, Religion, Roommates, Satire, Based on a Manga",3.98,2013.0
981,TV   ,SILVER LINK.,"Mystery, Romance, Shounen, Ghosts, School Club, School Life, Supernatural, Based on a Manga, Nudity",3.98,2012.0
982,TV   ,Gallop,"Action, Comedy, Drama, Shounen, Sports, Football, School Club, School Life, Tournaments, Based on a Manga, Mature Themes,, Physical Abuse",3.97,2005.0
983,Movie,GoHands,"Comedy, Shounen, Crude, Newly Co-ed School, Parody, Satire, Student Council, Based on a 4-Koma Manga, Based on a Manga, Sexual Content",3.97,2017.0
984,TV   ,Doga Kobo,"Comedy, Seinen, Coworkers, Iyashikei, Video Game Industry, Work Life, Based on a 4-Koma Manga, Based on a Manga",3.97,2017.0
985,TV   ,Synergy SP,"Comedy, Romance, Shounen, Slice of Life, Arranged Marriage, Countryside, Disability, Historical, Iyashikei, Opposites Attract, Sudden Girlfriend Appearance, Based on a Manga, Domestic Abuse",3.97,2021.0
986,TV   ,Ajia-do,"Action, Drama, Mystery, Shounen, Contemporary Fantasy, Detectives, Japanese Mythology, Monsters, Non-Human Protagonists, Supernatural, Urban Fantasy, Youkai, Based on a Manga, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse",3.97,2021.0
987,TV   ,J.C.Staff,"Action, Sci Fi, Elemental Powers, Psychic Powers, Supernatural, Superpowers, Based on a Manga",3.97,2009.0
988,TV   ,A-1 Pictures,"Action, Drama, Mecha, Romance, Sci Fi, Coming of Age, Post-apocalyptic, Robots, Original Work, Mature Themes,, Violence",3.97,2018.0
989,Movie,P.A. WORKS,"Drama, Romance, Slice of Life, Coming of Age, Countryside, Hotels and Inns, Work Life, Mature Themes,, Physical Abuse",3.97,2013.0
992,TV   ,MADHOUSE,"Adventure, Romance, Sci Fi, Abstract, Amnesia, Body Swapping, Dystopia, Original Work",3.97,2008.0
993,TV   ,Production I.G,"Comedy, Seinen, Episodic, Japanese Mythology, Mysterious Shop, Supernatural, Youkai, Based on a Manga",3.97,2006.0
995,TV   ,asread,"Action, Shounen, Battle Royale, High Stakes Games, Obsessive Love, Play or Die, Possessive Lovers, Psychological, PVP, Stalkers, Supernatural, Based on a Manga, Explicit Violence,, Mature Themes,, Nudity,, Sexual Abuse,, Sexual Content,, Domestic Abuse",3.97,2011.0
997,TV   ,P.A. WORKS,"Drama, Fantasy, Romance, Coming of Age, Love Triangle, Ocean, Unrequited Love, Original Work",3.97,2013.0
998,TV   ,Nippon Animation,"Adventure, Drama, Sci Fi, Post-apocalyptic, Based on a Novel, Mature Themes,, Physical Abuse",3.97,1978.0
1000,TV   ,AIC ASTA,"Comedy, Ecchi, Fantasy, Harem, Shounen, Angels, Chibi, Contemporary Fantasy, Panty Shots, Based on a Manga",3.97,2010.0
1001,TV   ,SANZIGEN,"All-Girls School, Music, School Life, CG Animation, Original Work",3.97,2020.0
1002,TV   ,OLM,"Adventure, Fantasy, Shounen, Elemental Powers, Family Friendly, Monsters, Proxy Battles, Tournaments, Based on a Video Game",3.97,2015.0
1004,TV   ,Signal.MD,"Comedy, Romance, Adult Couples, Mature Romance, MMORPG, NEET, Romantic Comedy, RPG, Based on a Webtoon",3.97,2017.0
1005,TV   ,Pierrot,"Shounen, Board Games, Body Sharing, Ghosts, Psychological, Supernatural, Tournaments, Based on a Manga",3.97,2001.0
1007,TV   ,GoHands,"Action, Animeism, Supernatural, Superpowers, Original Work",3.97,2015.0
1008,TV   ,OLM,"Fantasy, Episodic, Food and Beverage, Iyashikei, Non-Human Protagonists, Restaurants, Reverse Isekai, Based on a Light Novel",3.97,2021.0
1009,TV   ,P.A. WORKS,"Horror, Mystery, Countryside, Curse, Psychological, School Life, Supernatural, Transfer Students, Based on a Light Novel, Mature Themes,, Physical Abuse,, Suicide,, Violence",3.97,2012.0
1010,Movie,Studio DEEN,"Action, Fantasy, Magical Girl, Romance, Shoujo, Contemporary Fantasy, Henshin Heroes, Magic, Reincarnation, Sentai, Tokusatsu, Urban Fantasy",3.97,2021.0
1014,Movie,J.C.Staff,"Action, Adventure, Fantasy, Harem, Dungeon, Gods, Guilds, Monsters, RPG, Swordplay, Based on a Light Novel",3.97,2019.0
1015,TV   ,SILVER LINK.,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, Lifestyle Change, School Life, Transfer Students, Based on a Manga",3.97,2013.0
1016,TV   ,MADHOUSE,"Adventure, Comedy, Seinen, Slice of Life, Animal Protagonists, Cats, Family Friendly, Iyashikei, Non-Human Protagonists, Pets, Short Episodes, Based on a Manga",3.97,2009.0
1017,TV   ,J.C.Staff,"Action, Sci Fi, Magic, Psychic Powers, Supernatural, Superpowers, Based on a Light Novel",3.97,2010.0
1019,TV   ,J.C.Staff,"Adventure, Drama, Fantasy, Romance, Isekai, Kingdom Building, Magic, Management, Modern Knowledge, Person in a Strange World, Political, Royalty, Summoned Into Another World, Based on a Light Novel",3.97,2022.0
1020,TV   ,LIDEN FILMS,"Action, Adventure, Fantasy, Shounen, Medieval, Middle Eastern, Military, Political, Rebellions, Royalty, Swordplay, War, Based on a Manga, Violence",3.97,2016.0
1022,TV   ,Kyoto Animation,"Drama, Music, School Club, School Life, Based on a Novel",3.97,2015.0
1024,Movie,ufotable,"Action, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Mature Themes,, Suicide",3.96,2007.0
1025,TV   ,Gallop,"Comedy, Drama, Romance, Shoujo, Slice of Life, Acting, Idols, Opposites Attract, School Life, Showbiz, Based on a Manga",3.96,1996.0
1026,Movie,TMS Entertainment,"Action, Sci Fi, Seinen, Cyberpunk, Dystopia, Human Experimentation, Motorcycles, Noir, Post-apocalyptic, Psychic Powers, Superpowers, Based on a Manga, Explicit Violence,, Nudity",3.96,1988.0
1027,Movie,TRIGGER,"Fantasy, Anime Tamago, Dungeon, Magic, Magic School, School Life, Shorts, Witches, Original Work",3.96,2013.0
1028,TV   ,BN Pictures,"Idols, Music, Music School, Showbiz, Based on a Card Game",3.96,2017.0
1029,TV   ,MADHOUSE,"Action, Fantasy, Shounen, Dark Fantasy, Demons, Dystopia, Medieval, Revenge, Superpowers, Swordplay, Based on a Manga, Explicit Violence,, Mature Themes,, Physical Abuse",3.96,2007.0
1030,TV   ,TRIGGER,"Action, Animal Protagonists, Animal Transformation, Anthropomorphic, Gangs, Lifestyle Change, Non-Human Protagonists, Terrorism, Original Work, Explicit Violence",3.96,2020.0
1034,TV   ,8 Pan,"Shounen, Sports, Cycling, Racing, School Club, School Life, Based on a Manga",3.96,2017.0
1036,TV   ,Studio DEEN,"BL, Comedy, Drama, Romance, Shounen-ai, Slice of Life, Age Gap, Brother Complex, LGBT Themes, Opposites Attract, School Life, Siblings, Based on a Manga, Mature Themes",3.96,2017.0
